number,tweet,label 
6930,برای تماشای سریال قسم به وبسایت و اپ دریا سر بزنید و از تماشای این سریال لذت ببرید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی https://t.co/WDI1cpzwuq,cultural
6931,تو ایران اگه فیلمی ساخته بشه که لیوان بشکنه و طرف  موقع جمع کردن دستش رو نبره میتونیم بگیم سینمای ما وارد  یه فاز جدید شده! #سینما #سینما_ایده_آل,cultural
6932,#دوچرخه یکی از رایج‌ترین وسائل نقلیه در سراسر دنیا است. مخصوص به قشر خاصی از جامعه نیست و هرشخصی با موقعیت و شغل و درآمد خود از دوچرخه برای سفرهای کوتاه شهرى استفاده می‌کند به مناسبت روز #سینما، تعدادی از بازیگران مطرح دنیا که به دوچرخه‌سواری علاقمند هستند را به شما معرفی می‌کنیم https://t.co/4SnqfgZ48L,cultural
6933,اورسن ولز معتقد است دو چیز هست که به‌هیچ‌وجه نباید روی پرده نشان داد: اجرای واقعی عمل جنسی و دعا به درگاه پروردگار. شاید این مهم‌ترین چالش #سینما باشد.اگر سینما نبود به‌احتمال زیاد آدم‌ها به‌شیوۀ دیگری معاشقه می‌کردند.. #World_Cinema_Day https://t.co/gWqbeUMbEl,cultural
6934,کی ها علاقمند سریال چقر هستند؟🤗😍 این سریال جالب و دیدنی را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie https://t.co/f3tNOuGN5k,cultural
6935,روز #سينما مبارک اما!!  اما نه سینمایی که یه زن که ۵ دقیقه تو تیمارستان از جلو دوربین رد شده و داره با پول دادن به این برنامه و اون برنامه مصاحبه میکنه و خودش خودشو دعوت میکنه تهشم بادیگارد استخدام میکنه که منم کسیم  #حرمت #سینمای_پاک #تلاش #استعداد #دلت_شاد 😉,cultural
6936,اولیور : استن! تو به عشق در یک نگاه اعتقاد داری؟... استن: آره خب... حداقل وقت آدم و نمی گیره...  ______________ #سينما #فیلم #بهترین #بلاگر https://t.co/0GPdBDUFMc,cultural
6937,همه چیز و هیچ چیز ... روز #سینما مبارک,cultural
6938,روی بپوش ای قمر خانگی تا نکشد عقل به دیوانگی بلعجبی‌های خیالت ببست چشم خردمندی و فرزانگی با تو بباشم به کدام آبروی یا بگریزم به چه مردانگی با تو برآمیختنم آرزوست وز همه کس وحشت و بیگانگی پرده برانداز شبی شمع وار  تا همه سوزیم به پروانگی   « #سعدی حال عاشقان #سینما رو خوب فهمیده» https://t.co/f5y132O7a4,cultural
6940,٤/ و پخش بین المللی این فیلم به عهده شرکت ایریماژ است.  #سينما #فيلم #مستقل #سوئيس  @zurichfilmfestival @irimageco @tiff_net,cultural
6942,بلوار کشاورز یه #سینما داشت سینما کانون فکری،مخصوص کودک #نوجوان از #خاطرات شیرینم رفتن اونجا بود.قبلش تو کارگر سنویج الویه میگرفتیم که عالی بود با نوشابه شیشه ای.طبقه بالاش کلی عروسک بود مربوط به نمایشهای کودک. هر وقت از جلوی سینما رد میشم چشام اشکی میشه که دیگه سینمای کودک نیست,cultural
6943,در آستانه روز ملی #سینما ؛  یادگاری‌ها و اسناد زنده‌یاد جمشید مشایخی به #موزه_سینما اهدا شد  لینک مطلب : https://t.co/UeJe9MP7kk https://t.co/uayM2Pof76,cultural
6945,#سینماسینماست   ۲۱ شهریور روز ملی سینما مبارک🌺🎬🎥 بامید روزهای بهتر برای خانواده بزرگ و نجیب سینمای ایران🙏🌹 #سینما #فیلم #خانه_سینما #صنوف_سینمایی #جادوی_تصویر #معجزه_قرن #ذهن #دروغ_شیرین #مهربانی #همدلی #علیرضانجف_زاده @ Iran https://t.co/hJ2Gfa1XWv,cultural
6946,برنامه دیگدان و تنور - بزودی از وبسایت و اپ دریا🥳😍🥰 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/NXZbP0Lugk,cultural
6947,اگر شما از #سينما هیچ سررشته ای نداری میتونی یک فیلم از #گی و کونی ها یا از ضعیفه های #پهنیست درست کنی و جایزه #اسکار بگیری  #استنلی_کوبریک اگر زنده بود الان به جای #ادیسه فیلم #همجنسبازی میساخت,cultural
6948,رنگ بندی و #سینما ۲ https://t.co/te4sJcZIJb,cultural
6949,"این مرد بدبخت فقط یه سرمایه داره اونم جونشه! برشی از فیلم خاطره انگیز ارتفاع پست به کارگردانی ابراهیم حاتمی کیا @Qaabnet  #قاب_نت #گروه_هنری_قاب_نت #سینما #نمایش_خانگی #ارتفاع_پست @ Tehran, Iran https://t.co/SQcXdvTGnx",cultural
6950,قسمت های جدید سریال روزگار را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/GGH19WqqEl,cultural
6951,آقای گدار بر مزار آقای میزوگوچی. #سینما https://t.co/8n5eTajbNx,cultural
6954,همه چیز در این سرزمین به لجن کشیده میشود وقتی همه چیز از پایه خراب است.   #تاتر #سینما,cultural
6958,از وقتی ماموران #پلیس_امنیت_اخلاقی مورد تمسخر واقع شدند در #سینما و فضامجازی...رسانه ملی حمایت نکرد مذهبی ها هم در خط دشمن مورد هجمه قرار دادن ضابطان قانون.... کمک‌کار و معاونت کردند ...  وقتی هرکی رسید گفت (به دروغ) ۲تارمو که چیزی نیست  هرکس دغدغه پوشش داشت بهش حمله شد همین میشه https://t.co/pPEbTsm3S3,cultural
6959,📌صفحه اول #روزنامه_اعتماد، پنجشنبه 20 شهریورماه 1399  #مجلس_یازدهم #استیضاح #وزیر_کشور #اعتراض #اصولگرایان #شورای_نگهبان #خاورمیانه #صداوسیما #مجلس #صمت #سینما #روز_ملی_سینما #تایر #خودرو https://t.co/vD7YPbGBMR,cultural
6961,این دنیا یه جایزه خایه طلایی به #تام_کروز بدهکاره #سینما,cultural
6962,قسمت های جدید سریال شمیم عشق را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/ngJyJTMtsI,cultural
6964,"ببین من قشنگ تر نیستم؟ برشی از فیلم قندون جهیزیه به کاگردانی علی ملاقلی پور  @Qaabnet #قاب_نت #گروه_هنری_قاب_نت #سینما #نمایش_خانگی #قندون_جهیزیه #صابرابر #نگارجواهریان @ Tehran, Iran https://t.co/16AtohU6Y2",cultural
6965,📽️سخت‌ترین نقش‌های تاریخ #سینما   10. چویی مین سیک / نقش اوه دائه-سو / Old Boy 9. ان هتوی / نقش فنتین / Les Miserables 8.  آدرین برودی / نقش ولادیسلاو اشپیلمان / پیانیست 7. رابرت دنیرو/ نقش جیک لاموتا / Raging Bull 6. ... فهرست کامل: https://t.co/yYTBDXSOva نظر شما؟ https://t.co/38Wp7GN56l,cultural
6969,بکارگیری تکنولوژی‌ رباتیک در سینمای #دفاع_مقدس/ نبوغ «تک‌تیرانداز برتر جهان» سینمایی می‌شود  🔗 https://t.co/8s4ov9tX7n  #سینما https://t.co/AL2UAnExSS,cultural
6970,🎬🎬🎬  ويژه‌نامه فرداي #روز_هفتم #همشهري براي روز #سينما  🎥مصاحبه اكبر عبدي 🎥مصاحبه مرضيه برومند 🎥مصاحبه كامبوزيا پرتوي 🎥مصاحبه محسن روزبهاني  🎥گزارش شهرك غزالي 🎥گزارش سياهي‌لشگرها و غلام ژاپوني 🎥معرفي 18 فيلم شاخص ايراني با لوكيشن شهرستان‌ها 🎥يادداشت‌هاي اهل تحريريه,cultural
6972,مروری بر برخی آثار #پژمان_پروازی در سال های اخیر       #pejman_parvazi #مصاحبه #پژمان_پروازی #فیلمسازی #کارگردانی #سینما #مجله #گزارش_فیلم https://t.co/swfxrUTPWt,cultural
6974,آخر #سینما را چه به صدا و سیما که ۲۶ صنف آن با ۵۰۰۰ عضو چنین خواسته ای را بازگو نماید؟! مثل روز روشن است که میخواهند همان بلایی را بر سر #شبکه_خانگی درآوردند که بر سر #سینما آورده اند. #فساد_سینماتیک https://t.co/iQL64d5IxB,cultural
6975,قسمت های جدید سریال کارادایی را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/pqhRXUfsAI,cultural
6976,این فیلمو ببینید که از شدت ریختن پشم برینید #فيلم  #سينما  #movie #climax https://t.co/K7ntjUY2Je,cultural
6977,همزمان با روز ملی #سینما ؛  بازدید از تالارهای #موزه_سینما رایگان شد/ گفتگوی زنده با علیرضا زرین‌دست  لینک مطلب : https://t.co/aDaH4Jxqeu https://t.co/PvrfAs3y19,cultural
6980,♨️ فیلم Borat 2 ساخته شده و آماده اکران است   ♦️ساشا بارون کوهن قسمت دوم فیلم کمدی Borat را ضبط و آماده پخش کرده و انتظار می‌رود که به‌زودی شاهد مشخص شدن تاریخ اکران آن باشیم.  #سینما https://t.co/TEd1AkN2UB,cultural
6981,آدم ها میمیرند  و خوشبخت نیستند... ‌ #کالیگولا  #آلبرکامو  ‌ #سایه 🎵 #ابی   #سینما  #موسیقی  ‌#متری_شیش_و_نیم  #درباره_الی  ‌ #نویدمحمدزاده #پرینازایزدیار  #صابرابر #ترانه_علیدوستی  ‌#گلشیفته_فراهانی‌ ‌#اصغر فرهادی  #سعیدروستایی  ‌ https://t.co/0Lk7SpDBmT,cultural
6982,قسمت های جدید سریال سایه امید را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/EunatIKTOp,cultural
6983,#شهره_قمر داره نقش #پرستو های حکومتی رو بین اهالی #سینما بازی میکنه. جدا هم که داره خیلی خوب بازی میکن!! فقط نمیدونم کارگردانش کیه که اینقدر خوب داره ازش بازی میگیره؟! با این بازی هنرمندانش مطمئنم که امسال سیمرغ بلورین بهترین بازیگر رو از دست #آقا یون ماله خودش میکنه! https://t.co/zvjWApKiFS,cultural
6984,درب #سینما رو باز میکنی، #نتفلیکس از توش میزنه بیرون! https://t.co/adVtIV5oXG,cultural
6986,بعنوان یک مخاطب سینمای ایران از فعالیتهای مدنی خانم #مهناز_افشار تشکر میکنم. #سلبریتی هایی که در #سینما به زیبایی نقش من و امثال من رو بازی میکنند ولی در دنیای واقعی مرا و امثال مرا فراموش میکنن، خیلی نامردن.,cultural
6987,فیلم ترسناک جورج کلونی چند دهه بعد از ساخته شدن اکران می‌شود  https://t.co/AJGH0jJxeh  #جورج_کلونی  #سینما  #فیلم_نگاه  #هالیوود  #فیلم_ترسناک  #اکران  #گریزلی #Grizzly https://t.co/fVNoErWK3w,cultural
6988,قسمت جدید سریال ایلیف را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/SnWtiGsb1z,cultural
6989,قسمت های جدید سریال گل سیاه را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/3jlA3vIjcy,cultural
6990,شب باور نکردنی. #دوتویت #سینما https://t.co/tmUXpV2NN1,cultural
6991,امسال که به لطف #کرونا کسب و کارمون داغون شد و فعالیت سینمایی تئاتری تعطیل شد!! نه کاری نه اکرانی نه تمرینی نه نمایشی و کف کردیم از بیکاری ، ولی می خوام یه فراخوان بدم به زودی چند شب نمایشنامه خوانی بذاریم با موضوعات #کرونا و #قرنطینه و #بیکاری و #گرانی  . . #تئاتر #هنر #سینما,cultural
6992,🎞 فیلم «جریان اصلی» جیا کاپولا و الهام گرفتن از الیا کازان و بامبی  🌐 https://t.co/JNvangGqrI  #نقد #سینما #فیلم https://t.co/Nh7aBu4Bz0,cultural
6993,استقبال از «تنت» در باکس آفیس چین / رقابت شانه‌به‌شانه با «هشتصد» چینی  https://t.co/obBlhrZH1Q  #باکس_آفیس  #سینما  #فیلم_نگاه  #تنت  #اکران  #چین  #گیشه  #هالیوود https://t.co/DG8Ba6J9FX,cultural
6994,فیلمبرداری «بتمن» دوباره تعطیل شد / رابرت پتینسون هم کرونا گرفت  https://t.co/K1atZtUMIl  #بتمن  #سینما  #فیلم_نگاه  #رابرت_پتینسون  #کرونا  #هالیوود  #Batman https://t.co/HIKFlaPXfa,cultural
6995,کاپولا «پدرخوانده 3» را با تدوین جدید روانه سینماها می کند / یک پایان‌بندی متفاوت  https://t.co/WVuQgz8vFT  #سینما  #سینمای_کلاسیک  #فیلم_نگاه  #هالیوود  #اکران  #کاپولا  #پدرخوانده  #فرانسیس_فورد_کاپولا  #Godfather https://t.co/T04KNMzuAB,cultural
6996,دواین جانسون و خانواده‌اش با هم کرونا گرفتند / لطفا ماسک زدن را سیاسی نکنید!  https://t.co/45L3jR1qKS  #دواین_جانسون  #سینما  #فیلم_نگاه  #هالیوود  #ماسک  #هالیوود  #ماسک_بزنیم  #کرونا  #Dwayne_Johnson https://t.co/zCNOTmoKJp,cultural
6997,کاشکی #سینما #هنروپتجربه هم آنلاین می شد دید .  #سینما  #هنر_تجربه  #هتروتجربه  #سینما_آنلاین,cultural
6998,قسمت های جدید سریال قلب های سرد را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/hMzlkq9w4Y,cultural
6999,قسمت جدید سریال زلیخا را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/cSeUFQ0eVq,cultural
7001,در دوره ای که سرخ، سیه کرد روز ما هر پست و رذل گشته علمدار و رهنما این مانده دلخوشی که در این ماتم #هنر لیلای حاتمی است گران دُر #سینما  #جاویدشاه #جاوید_شاه #لیلاحاتمی #لیلا_حاتمی #تهران,cultural
7002,ویدیو: فردین: ما تاریخ سینما هستیم، هیچکس نمی تواند آن را پاک کند  https://t.co/KTniWY7vmt #فیلم #سینما  #ایران #Iran https://t.co/p09B82Qstc,cultural
7003,اینجا قشنگ ترین جای زندگی است، جایی که از صفر شروع ميكنيد، جایی که دوباره متولد مى شويد... ۴۴ سال از عمرم گذشت به یک چشم به هم زدن #علی_طلوعی #نمایشگاه #سریال #سینما #تهیه_کننده… https://t.co/qOiJ7iJu6d,cultural
7004,قسمت های جدید سریال وادی گرگ ها را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/nQ2OB8TpfF,cultural
7005,"آدم حسابی یعنی کی؟ تو؟  برشی از فیلم‌برادرم‌خسرو به کاگردانی احسان بیگلری  @Qaabnet  #ناصرهاشمی #شهاب_حسینی #هنگامه_قاضیانی #برادرم_خسرو #قاب_نت #گروه_هنری_قاب_نت #سینما #نمایش_خانگی @ Tehran, Iran https://t.co/JCCoRgkqIR",cultural
7006,من که میدونم تهش به جای اینکه به جایگاه دنیل‌دی‌لوییس تو سینمای جهان برسم، به جایگاه نیما شاهرخ‌شاهی تو سینمای ایران میرسم! #سینما,cultural
7007,"نشون میده که مردم ما هر وقت‌که‌بخوان به خیابون بیان و دور دور کنن !!! برشی از فیلم مادر قلب اتمی  @Qaabnet  #سینما #نمایش_خانگی #مادر_قلب_اتمی #پگاه_آهنگرانی #مهردادصدیقیان #قاب_نت #گروه_هنری_قاب_نت @ Tehran, Iran https://t.co/6Z9MDfLy6L",cultural
7010,اگه فیلم Léon: The Professional به صورت انیمیشن ساخته میشد 😁😍 #سینما #فیلم https://t.co/YeEJYrkOk5,cultural
7011,دم آقای #مجید_مجیدی گرم! هنوز در رگ‌های سینما کمی خون جریان دارد... #سینما,cultural
7012,برای نصب اپ دریا در تلیفون های اندروید خود رهنمایی زیر را تعقیب کنید 🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/LMWKngmDuX,cultural
7013,دلم #سینما می خواد.,cultural
7014,اگر علاقمند سریال شمیم عشق هستید پس همین حالا به وبسایت و اپ دریا سر بزنید و از تماشای این سریال دیدنی لذت ببرید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish https://t.co/jxMEgGX3iA,cultural
7017,و من به #اندروید رفتم و حتی از #سینما هم بدتر بود #نه_به_فساد #اندروید_حیا_کن,cultural
7018,#کاندوم میخری آدرس میزنی #سینما آزادی؟ مگه سینما برا #فیلم دیدن نبود؟,cultural
7019,اولین‌های طهران؛ اولین سینمای تهران روز سینما پیشاپیش مبارک  #سینما #روز_سینما #تهران https://t.co/Rq3cGIv1lC,cultural
7022,برای تماشای سریال کارادایی به وبسایت و اپ دریا سر بزنید و از تماشای این سریال لذت ببرید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie https://t.co/l2xDlHfTF2,cultural
7024,📌عهده‌دار بسیاری از مناصب‌های دولتی #سینما، اهالی تلویزیون و مدیرانش هستند. باز در عمل می‌بینیم که سازمان #صداوسیما دست از تقابل با #وزارت_ارشاد و مشخصاً سازمان سینمایی بر نمی‌دارد و بر عهده‌داری مسوولیت #شبکه_نمایش_خانگی لجاجت می‌ورزد.   @t_jalali  https://t.co/ja7VmnJjMH https://t.co/THHsYlxpi1,cultural
7025,به نظرتون اگه تو ایران قانون حجاب اجباری برداشته بشه چند درصد از بازیگران خانم همچنان با حجاب میمونن؟؟؟؟ #حجاب_اجبارى  #حجاب  #سينما  #رسانه,cultural
7028,نگاهی به فیلم «بازیگران خدا» ساخته ارسلان براهنی. تماشای «بازیگران خدا» Actors of God ساخته ارسلان براهنی بیش از هر چیز اتفاقی فرخنده است برای سینمایی که شاید بتوان آن را سینمای مهاجرت نامید. #سینما #فیلم  مصطفی عزیزی https://t.co/uNBzF1wisP,cultural
7029,انتشار تدوین جدید از فیلم قدیمی #پدرخوانده فرانسیس فورد کاپولا کارگردان صاحب سبک سینمای جهان در اقدامی جالب قصد دارد تا در سالگرد سی امین سال اکران فیلم پدرخوانده ۳ تدوین جدیدی از این فیلم را روی پرده ببرد.   #خبر #اخبار #اندیشمند #فیلم #سینما #سریال https://t.co/A4Mq14Mtf0,cultural
7031,قسمت جدید میدنایت‌کست، چارلی چاپلین؛ دوران جدید همین هفته منتشر خواهد شد.  #سینما #پادکست,cultural
7034,طبق آخرین پژوهش های علمی، #کرونا ویروسی مذهبی است و فقط در هیئات مذهبی یافت می‌شود. چون کرونا در #سینما نمی‌آید، روز ۲۱ شهریور بلیط سینما، نیم بها فروخته می‌شود! این طرح تشویقی به مناسبت روز سینما است. https://t.co/0zhOlPmoGP,cultural
7035,در ادامه ورود غیر فوتبالی‌ها؛ #محسن_تنابنده، بازیگر سینما و تلویزیون به عنوان مشاور فرهنگی امیر عرب، رئیس هیئت فوتبال #منطقه_آزادکیش انتخاب شد!! اینجا #ایران است هیچ چیز سرجای خودش نیست👎 #فوتبال #مسئولین_غیرمتخصص #سینما #تلویزیون #بازیگر https://t.co/t5uTmOK4XV,cultural
7037,کی ها علاقمند سریال قیام هستند؟🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/Iee3k4N1vg,cultural
7038,تا وقتی نتونید هر ژانر و سبکی از سینما رو بدون ذهنیت قبلی ببینید و در برابر فیلم های ابرقهرمانی یا انیمه گارد نگیرید،  مثل یه شهروند کره شمالی هستید که نه از بیرون دیوارها خبر داره و فکرم می‌کنه محیط اطرافش از همه جای دنیا بهتره.  هر ژانری رو بدون ذهنیت قبلی تجربه کنید.  #سينما,cultural
7039,مهم نیست که دیگران چی می‌گن، واژه‌ها و اندیشه‌ها می‌تونن دنیا رو تغییر بدن!  انجمن شاعران مرده #سینما https://t.co/xblz00iHKX,cultural
7040,دسته گل جدید دولت هیئت زیر سقف کرونا دارد! سینما کرونا ندارد؟؟؟  سخنگوی شورای صنفی نمایش: به مناسبت روز ملی سینما برابر با ۲۱ شهریورماه و ۲۲محرم بلیت سینماها نیم بها می‌شود #كرونا  #دولت #سینما,cultural
7042,نگاهی به فیلم «بازیگران خدا» ساخته ارسلان براهنی. تماشای «بازیگران خدا» Actors of God ساخته ارسلان براهنی بیش از هر چیز اتفاقی فرخنده است برای سینمایی که شاید بتوان آن را سینمای مهاجرت نامید. #سینما #فیلم  مصطفی عزیزی https://t.co/5H7UX4vf8U,cultural
7044,📚 #آکیرا_کوروساوا ✏️نویسنده: #آلدو_تاسونه ✏️مترجم: #نادر_تکمیل_همایون 📖موضوع: #زندگینامه #سینما 🔎چاپ اول، ۱۳۷۲ (نشر زرین) 📑تعداد صفحات: ۴۶۶ صفحه  با تخفیف ۲۰ درصد، ۶۵۲۰۰ تومان https://t.co/7teplpwSIi,cultural
7046,چرا در #کشورم فیلم #Tenet در #سینما  پخش نمیشه:((,cultural
7047,روز سینما با بلیت نیم بها فیلم ببینید  🔹سخنگوی شورای صنفی نمایش: به مناسبت روز ملی سینما،  ۲۱ شهریور ماه بلیت همه سینماها نیم بها عرضه خواهد شد.  #سینما tasnimna  پ ، ن : حتما سینما ها هم مسقف نیستند و فاصله… https://t.co/E15OcxdzF8,cultural
7050,کلانشهر #کرمانشاه با جمعیتی بالغ بر یک میلیون نفر #سینما ندارد/#کیومرث_امیری  #ماهنامه_خط_صلح  https://t.co/yuHrZBaXww https://t.co/176qy8ygiC,cultural
7052,زنده یاد #ایرن سال 1342 خورشیدی #ایرن_زازیانس (زادهٔ ۲۰ مرداد ۱۳۰۶ در #بابلسر - درگذشته ۷ مرداد ۱۳۹۱ #تهران و مدفون در آرامستان ارامنه جاده خاوران تهران ) هنرپیشهٔ #ارمنی #تئاتر، #سینما و #تلویزیون که در فاصله سالهای… https://t.co/78WxU5TOk5,cultural
7053,لذت دیدن کلاسیک ها با دوبله های درجه یک قدیم  #دوبله #سینما #کلاسیک #reachardharris #cinema #classic https://t.co/CVlc91Giyd,cultural
7054,امیدوارم که شما ترغیب شده باشید که تماشا کنید این فیلم رو، سعی کردم بطور خلاصه حسم رو بیان کنم. فکر کنم این روزها فرصت خوبی هست برای فیلم تماشا کردن...پس لذت ببرید. #فیلم #سينما,cultural
7055,قسمت جدید سریال ایلیف را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/jcFWcKaBfx,cultural
7056,نگاهی به فیلم «بازیگران خدا» ساخته ارسلان براهنی. تماشای «بازیگران خدا» Actors of God ساخته ارسلان براهنی بیش از هر چیز اتفاقی فرخنده است برای سینمایی که شاید بتوان آن را سینمای مهاجرت نامید. #سینما #فیلم  مصطفی عزیزی https://t.co/hBqIwMOhCL,cultural
7057,قسمت جدید سریال زلیخا را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/wKdMkwd6gc,cultural
7058,بلیت سینماها در روز ملی سینما نیم‌بها می‌شود  🔺مرتضی شایسته سخنگوی شورای صنفی نمایش در گفتگو با مهر: به مناسبت روز ملی #سینما برابر با ۲۱ شهریورماه بلیت سینماها نیم بها می‌شود.,cultural
7059,"@Tasnimnews_Fa حاجی #اقازاده میگه یه قابلمه اشه نذری #محرم حاج خانوم تو یخچال مونده, شورا #سینما با #شکلات راضیه؟",cultural
7060,حالا فروتن چجوری ثابت کنه تغییر جنسیت نداده؟ #سینما #ابتذال,cultural
7061,نگاهی به فیلم «بازیگران خدا» ساخته ارسلان براهنی. تماشای «بازیگران خدا» Actors of God ساخته ارسلان براهنی بیش از هر چیز اتفاقی فرخنده است برای سینمایی که شاید بتوان آن را سینمای مهاجرت نامید. #سینما #فیلم  مصطفی عزیزی https://t.co/0QqYjYpGca,cultural
7064,قسمت جدید سریال پیوند ها را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/0J0GQvvi18,cultural
7065,📲محمدرضا فروتن در صفحه اینستاگرامی خود تمامی شایعه‌ها را تکذیب کرد  #بازیگر #سینما #محمدرضا_فروتن https://t.co/O5y6f6dUhP,cultural
7066,اینروزا بخش مهمی از پشت صحنه #سينما درگیر مشکلات معیشتی اند و با سیلی صورت سرخ میکنند، اونوقت افتادن دنبال خبر از جاهای خصوصی بازیگر دهه هفتاد.  هیچی دیگه کار به جایی رسیده که بازیگر به جای مطالبه وضع معاش همکاراش، بشینه نامه بزنه که آقاجون من هنوز مرد هستم. #سینماتعطیل,cultural
7068,سریال جالب و دیدنی عثمان را در وبسایت و اپ دریا تماشا کنید🤗😍 https://t.co/aR2hZc1i6y #Darya #دریا #movies #فلم #film #cinema #سینما #actor #love #سریال #drama #سرگرمی #moviestar #movietime #Turkishseries #عاشقانه #Turkish #Indian #Afghan #Movie #ترکی #هندی #افغانی https://t.co/mpVI1tPK6f,cultural
