number,tweet,label 
16264,@AgaAbid @Asma_Sf26 شرمنده انتخاب غلطمون و در نتیجه ضعف دستگاه سیاست خارجی دولتمون هستیم خدا می‌دونه که دلمون خون شده ولی کاری از دستمون بر نمیاد..... در پناه صاحبمون امام زمان باشید,politics
17507,@Zzzzilchh کرونا داشته‌ شاید,health
23458,@amirmedusa این شریدع تئاتر! اره اون کفاشه منم جانی دپم,cultural
28,با چه زبانی باید گفت‌. #فوتبال و ورزش ما بیمار است. به خصوص دو تیم پر طرفدارمان! یک بار غیرت ،دوباریه بار! همیشه که جواب نمی ده! گیرم #استقلال ۱۰ مصدوم هم داره. اما اصل قضیه چیز دیگه ایه! ورزش هم آینه ی تمام نمای جامعه ست! #پرسپوليس #سپاهان #شهرخودرو,sport
20723,@parna73837721 خوش به حالت:( برا من معضل شده لاغری,health
37872,نمایندگان بالاخره از زنگنه برای یکی از خیانت هایش شکایت کرده اند؛ خیانتی کوچک در برابر خیانت های بزرگترش به نام حذف کارت سوخت که میلیاردها تومان به کشور ضرر زد...  امیدوارم این پایان ژنرال باشد و نمایندگان هم محکم پای کار بمانند؛ البته لطفا! #زنگنه,economy
27437,اگه قبل کرونا یه روز میرفتین بیرون و مردم و این شکلی با ماسک میدیدین چه فکری میکردین؟ آدم میگرخید نه؟,health
39864,@_KhodaBiamorz دپو کردن همچین ماده خطرناکی تو بندر تجاری طبیعیه؟ یعنی صادرات واردات روش انجام میشه یا حزب الله یا کتائب لبنان یواشکی اونجا قایمش کرده‌؟,economy
3027,@Gothiclolitanna @nakhijavan یه تیم داره این شهر مسخره (نساجی) که وقتی وارد لیگ برتر شد این اهنگم شکل گرفت 😂,sport
2292,رادیو تفلیس 📻  Tornike Shengelia به عنوان بهترین بازیکن بسکتبال در  لیگ بسکتبال اسپانیا شناخته شد https://t.co/TIrRCwUGQ3,sport
12938,مکتب سردار سلیمانی پیروز انتخابات مجلس هس وبس،، خارج از مکتب ایشان کسی را انتخاب نخواهیم کرد،,politics
8071,@davoudiyan تو جانی پیدا کن من امبره ای برات پیدا میکنم جوری بزنتت که دادگاه هم نتونی بری,social
7386,در جریان عملیات شب پیش نیروهای امنیتی در ولسوالی کوهسان ولایت هرات یک فرد مرتبط با قاچاق سلاح و مواد مخدر را دستگیر کردند. #ThisIsANDSF #Afghanistan https://t.co/rl3T5XUi1X,social
58,سپاهان یه تیم کصشر گیر آورده بود شاخ شده بود معلوم بود یه السد بوخورن مادرشون مورد عنایت قرار میگیره=) نوش جانتون=)❤ (پرسپولیس نبره حداقل سپاهان پاره شه یکم خوشال شیم),sport
18061,🔴تيرباران شدن سرنوشت مبتلايان به #کرونا در کره شمالی یک تاجر که به تازگی از چین برگشته بود ودارای مشخصه مشکوک به ویروس کرونا بود به دستور رئیس جمهور کره شمالی مستعیما به میدان تیر جهت تیرباران برده شده تا درس عبرتی باشد برای کسانی که از دستورات دولتی سرپیچی می‌کنند #ایران,health
9010,«سرمایه‌داران خصوصی وقتی که می‌ترسند موقعیت خود را به‌عنوان کارفرمایان سرمایه‌دار از دست بدهند از فاشیسم حمایت می‌کنند، به‌خصوص به هنگام ناآرامی‌های اجتماعی.»,social
1329,@Mahbod_Silvern خب فوتبال رو نميشه واقع بينانه ديد،نميشه رو كاغذ همه چيز رو مشخص كرد,sport
9777,@Maah__Sh اصلا از درکم خارجه یعنی حتی اختلاص و کلاهبرداری رو میتونم زور بزنم بفهمم اما چیزی که با جون مردم سرکار داره رو نه‌,social
17366,@hamidhaami برای من ۴۰۵ هستش ،خوبه موردی نداره کولر هم میگیری کم نمیاره ولی قدرت بنزین نداره بویژه تو سربالایی ها ولی کم هم نمیاره انچنان.اگه مایعنه فنی بخوای با ال پی جی بهت نمیدن باید شیتیل بدی ،از نظر هزینه هم خوبه ولی الان قیمت نوسان داره،با ۹۰ لیتر فکر کنم تیبا راحت ۸۰۰ تا۹۰۰ بره,politics
35086,فساد گسترده در #ایران؛ ۷۵ شرکت بزرگ، ۵ میلیارد #یورو ارز صادراتی را به کشور برنگردانده‌اند  https://t.co/XGSBXNS1f1,economy
35747,با تحلیل انس جهانی طلا و کاهش قیمت طلا 11 مرداد 99 و تحلیل انس طلای جهانی به صورت هفتگی درخدمت مخاطبان عزیز وب سایت و فروشگاه ... #طلا #جواهر #طلا_جواهر #قیمت_طلا #تحلیل_طلا #تحلیل_قیمت_طلا #طلای_اقساطی مشاهده ادامه مطلب ترمز صعود قیمت طلا کشیده شد!: https://t.co/QP0W84fBv2 https://t.co/jC7s7dDjy4,economy
16969,@z_heraa روبرو سینما,cultural
45380,@ShabahangAli خواهش فقط روش خرید آموزش ها چیه؟ paypal یا کریدیت کارد؟ احتمالا ارز دیجیتال رو قبول نمیکنن متاسفانه,scientific
27525,@hamedkashani__ اطعام غدیر عالیه حالا به خاطر وضعیت کرونا می‌شود پولش را داد به مستحقین وکسانی که از کرونا مشکل پیدا کردند چون مهمانی دادند الان درست نیست هیئتی را شام دادند فردا همه کرونا گرفتند چون یکنفر ناقل بوده واین کادر درمان را اذیت می‌کند. #LiveLikeAli #فقط_به_عشق_على,health
6832,چشم ندارن یه تعطیلی پنج شنبه به ما ببینن حالا از فردا باید پنج شنبه هم بریم مدرسه چون تعطیلی آلودگی هوا زیاد بوده:/ :((,social
21291,شبکه طلا و ارز -  تاخت و تاز قیمت ها در بازار سکه | طلا گرمی ۵۴٠ هزار تومان: قیمت طلا و سکه امروز در بازار تهران افزایش یافت.به گزارش رادیوسهام، قیمت سکه تمام بهار آزادی امروز در بازار تهران با افزایش ۳۳ هزار تومانی قیمت مواجه شد؛ به طوری که با نرخ ۵… https://t.co/egqCK59oQW,economy
2020,رفتیم بسکتبال تقریباً همه با لباس کوبی برایانت بودن.  موقع بازی گه‌گیجه میگرفتی که کی با کیه,sport
10804,🔺استرس زیاد به زنان معتاد، آنها را دچار ضعف می‌کند به همین دلیل سرعت تخریب و وابستگی به مواد مخدر در زنان بیش از مردان است.  🔻مصرف کنندگان مواد مخدر تا سه برابر بیشتر مبتلا به بیماری های تنفسی می شوند.  https://t.co/Y4j3i6geSL,social
43791,این جهرمی مادر جنده نمیذاره لایو ناسا رو ببینم,scientific
22436,@MatFaust جذب مردم و توریست بیشتر، مصونیت و از همه مهمتر این وسط پای ۲۵۰ میلیارد تومان پول در میانه! این آخری بمب انگیزه است !,cultural
39558,هلند دوسوم خوزستان است ۱۶ برابر ایراﻥ صادرات کشاورزی داﺭد می‌دونید چرا؟  چون گاو‌های هلندی در جایگاه واقعی خودشون و در دامداری‌ها هستند https://t.co/sz8AdJTlMa,economy
7132,مدال آفتاب پرست سال و بهترین بازیگری سال  هم تعلق  میگیره به مستر نمکی  ،  وزیر بهداشت که در موضوع کنکور های سراسری به سرعت رنگ عوض کردن و دست بازیگرارو از پشت بستن  #قاليباف_کمک  #طرح_دوفوریتی_تعویق_تمام_کنکورها,sport
4942,@ManotoNews بی ناموس ها واسه منم  پرونده سازی کردن و سه تا اتهام زدن: 1: توهین به مقام رهبری و خمینی 2:تبلیغ علیه نظام 3:همکاری با دولت متخاصم انگلستان و همکاری با شبکه جعلی و معاند من و تو چهار سال حبس تعزیری زدن . 1 ماه زندونی کشیدم و با وثیقه  280 میلیونی ازادم تا دادگاه تجدید نظر.,social
4134,. بنظرت در آینده نزدیک قهرمان جهان میشیم؟ 😍 . با شوتبالیستا همراه باشید 🙏 . @BalistaShoot . . . . . . . . . #فوتبال #فوتسال #تیم_ملی #قهرمان #جام_جهانی https://t.co/BtrVqINsux,sport
6360,#پمپ_بنزین ھا آب قاطی بنزین کردە و با این #کلاھبرداری باعث آسیب رساندن بە خودروھای مردم می شوند! ھیچ نھادی ھم پاسخگو نیست https://t.co/55Pc7yMGsK,social
23466,من و کیانا و تئاتر قاب خوشبختی من! https://t.co/BcPsIhavLo,cultural
11968,گریه فرماندار بیروت از نظر ما اتفاق نادری است. چون مسئولین ما مصیبت های ما را می بینند؛ سیل،زلزله،گرانی و فشار به مردم،... ولی ککشان هم نمی گزد.  #بيروت https://t.co/VQKuBwTY87,social
22343,@IranianPatriot فقط سوال کردم ببینم این قوانین شامل حال توریست هست یا نه. حتی قصدش رو ندارم😁,cultural
30382,همین حالا اخبار گفت ۱۵ تن دارو ۶۰ تن پتو چادر کنسروهای خوراکی آب معدنی ایران همراه ۱ بیمارستان صحرایی ۱۲۰۰ تخته خوابی فرستادند لبنان و هر روز ۲ پرواز مستقیم برای مجروحین دولت ایران انجام میدهد سپاه هم برای خودش جدا میفرستد https://t.co/CQIz93Axu2,health
23811,@danesh_talab شما اگه تونستید اینها رو بپرسی  در خصوص سرمایه سوزی بواسطه مافیای موسیقی و رشد نکردن خواننده های سنتی مستعد و درخشان  رو هم بپرسید,cultural
21192,شبکه طلا و ارز -  تشریح راهبرد ملی ایران خودرو در توسعه فن آوری موتورهای درون‌سوز: مدیرعامل ایران خودرو تغییر و به روزرآوری قوانین و استانداردها را لازمه تحقق اهداف زیست محیطی این شرکت دانست و اظهار کرد: استانداردهای مصرف سوخت و آلایندگی متناسب با شرایط… https://t.co/61LGF4gmbJ https://t.co/VuJeVjh1zw,economy
11440,#فروپاشی #اضمحلال #انقراض #سقوط ۱) فقر و فساد و ناکارآمدی و فلاکت عمومی ناشی از سیاست های نادرست 2) عدم باور به ارزشهای انقلابی و ریزش نیروهای خودی 3) قدرت نمایی تسلیحاتی بدون داشتن توان اقتصادی 4) مداخلات خارجی و حیف و میل کردن درآمد کشور برای صدور ایدئولوژی سلام بر پایان,politics
1477,بازی دورتموند پی اس جی احتمالا از اون بازی هاس که هیچوقت از ذهن هوادارای فوتبال پاک نمیشه,sport
22080,ما بازنشستگان به رسانه ای شدن پرداخت حقوق خود، اعتراض داریم  جناب مدیر عامل! چرا پرداخت حقوق بازنشستگان را رسانه ای می کنید چرا با حقوق بازنشستگان تبلیغات می کنید؟ آیا تا به حال پرداخت حقوق کارکنان صندوق بازنشستگی رسانه‌ای شده است؟   پرداخت حقوق چندرغازی این همه تبلیغات ندارد,economy
19795,تولید ۵ واکسن در سال ۹۹ 🔴فانا گزارش می‌دهد: سورنا ستاری معاون علمی و فناوری رئیس‌جمهوری: 🔹ای کاش مشابه سازمان رگولاتوری غذا و دارو را در صنعت نفت یا هوایی کشور هم می‌داشتیم 🔹دو خط تولید انسولین به زودی در کشور راه‌اندازی می‌شود ⏬⏬⏬ https://t.co/3ce0nBX494 https://t.co/0FrBgYEfta,health
31556,@Forever_Green7 ایشالا سلامتی همه دوستان و عزیزان 👌🍃,health
41993,هوش مصنوعی OpenAI تونسته در آخرین نسخه از GPT3 زبان مبتنی بر Machine learning به ۱۷۵ میلیارد پارامتر برسه. برای مقایسه خوبه بدونیم که مغز انسان حدود ۱۰۰ بیلیون سیناپس عصبی داره. بر اساس آمار راندمان شبکه‌های عصبی در ۷ سال گذشته هر ۱۶ ماه دو برابر شده. #هوش‌مصنوعی,scientific
13283,سخنگوی وزارت امور خارجه: پس از ترور سردار سلیمانی توسط آمریکا، جهان آرامش کمتری خواهد داشت، زیرا حضور او محدودیتی برای فعالیت گروه های تروریستی بود.|مهر https://t.co/o7PMU58pTR,politics
30861,@zedeey اگه طرف سلامت روان داشته باشه و تصمیمش از روی افسردگی نباشه آره موافقم.,health
30139,@Zahra_nzm نخند این خاطره تلخ بود مثلا 🤣جالب بعدش دوتا امپول عظله شل کنو یه کیسه دارو ام داشتم,health
25092,@saeedmelli @andfogle جمعیت کره ی زمین رو به این راحتی ها نمیشه کاهش داد. سؤ استفاده هم نباشه از یک حدی جمعیت پایین تر باشه تمدن مدرن صنعتی نمی تونه وجود داشته باشه. متأسفانه گویا علاوه بر افراطی ها گیاهخوار و منکران گرمایش زمین باید از دست بقیه افراطی ها با راه حل های غیر عملی شون هم بکشیم!,scientific
6494,@eehsanjann اره هر چیزی باشگاه خبرنگاران جوان تولید میکنه حقیقته، اصلا جایی که #آمنه_سادات_ذبیح_پور توش کار میکنه مگه دروغ میگه؟ پ.ن: سند سازی دیگه فایده نداره، نداره,sport
42902,@abedmt @lls_k_shll @banoye_ayneh ببخشید منشن دادم . من تراز برتر قلمچی هستم۱۰ ساله دارم آزمون میدم و سخت درس میخونم پارسال عروسی داییم نرفتم . اردوی المپیاد رو لغو کردم . فقط به خاطر کنکور . الان که دیدم تقلب توی آزمون دکترا رو باید به تعویق بیفته تا تمهیدات انجام بشه از زبون به قول خودتون درسخون ها هرچیزی نگید.,scientific
10794,من از بيگانگان هرگز ننالم اما از باگانگان چرا,politics
30178,@Shimak86 ببین اگر متخصص مغز و اعصاب براشون تجویز کردن برو معاونت غذا و دارو هر استانی که هستین موظف ن بهتون بدن ولی اگر واسه کرونا هست چون جز پروتکل درمانی نیست به سختی گیرتون میاد,health
14375,@Haaaamaaar ایشون خیلی قبلاًها در ایران توریست بود که بعدها شد آیتو؛ زمان سردار اکبر غمخوار.  الان یاسمین سیر است.  اینها جمع ۳ تفنگدار +۱ هستند و این رفتار اصلاً عجیب نیست.,cultural
943,دیروز پنج دقیقه آخر همه گفتن بریم و یه عده رفتن اما من تا ثانیه آخر امید داشتم  #استقلال,sport
28715,@REGIME_CHANGE03 ماه‌هاست توییتهایی با همین محتوا میزنی و دریغ از یک کلیپ که نشان بده کار تو یا گروهته و خنده دار منشنهای زیر توییت. دیروز عکس از چندین سلاح دستی گذاشتی و من بخوبی یادمه که توی اسفند توییت زدی کرونا داری و هزینه درمان نداری من که میفهمم امیدوارم بقیه هم بفهمند هدفت چیه,health
21380,دقیقا تو خاورمیانه چه خبره ؟  بیروت  امارات نخف  و...,politics
10631,اگه به چپول ها بر نمی‌خوره ما دیکتاتورهای مخالف آزادی بیان، مبلّغ های خرافه و جِن و مواد مخدر رو بلاک کنیم :),social
31059,@HajAhmad128 خبر سلامتی ...  😉😉😉😆,health
2860,با وجود دو ماه غیبت به علت مصدومیت، اولین دروازه بانی بود که در این فصل لیگ برتر به ۱۰ کلین شیت می رسد. https://t.co/YPcPdOX3IR,sport
268,@fakestar42 ببین من حرفم ساده است الان صورت مساله. ساده است خبر اینه که یه عده رشوه گرفتن ،راه قرارداد بد پرسپولیس را هموار کردند،این ربطش به قهرمانی پرسپولیس چیه؟ استقلال هم یکی از این کارگزارها داره,sport
13036,@sdehghanpour قطار نیشابور چی بود پس. فقط اون دور از شهر بود و شبکه های اجتماعی نبود,social
8095,اى واى! چقدر غمگين! از كى تا حالًا بعضى ها انقدر نون به نرخ روز خور شدند؟😡😡#سيل_٩٨ #زلزله٩٨ #ابان_٩٨ #سقوط_هواپیما_٩٨ #كرمان_٩٨ #سقوط_بهمن_٩٨ #بيانيه١٤_٩٨ #٤١_سال_جنايت_ملاها  چه كسى حق اينها را از پولهاى بلاكه شده در امريكا ميگيره؟ 😢😢 https://t.co/krg3AJlEsf,social
15721,"بیا وداع کنیم اگر بنا باشد کسی از ما بماند همان به که تو بمانی ""کینه ی"" تو به کار این دنیا  بیشتر می آید تا ""عشق""ِ من  👤محمود دولت آبادي",politics
25311,@icjournalpage @CREWcrew برخلاف حسین رضازاده که به گفته خودش با چند وعده خوردن تیلیت و آبگوشت در روز و دوپینگ و ذکر یا ابوالفضل مدال حلبی آورد این دو عزیز یعنی آقای سعادت ملی و فشندی، در المپیاد علمی جهانی برای ایران مدال طلا و افتخار کسب نموده اند,scientific
1068,با رفتن مربی‌های خارجی فوتبال داره واقعیت فوتبال ایران رو تف می‌کنه تو صورتش.,sport
1682,#فیفا کلا از دو راه در امد داره  یا #باج میگیره میزبانی میده یا از #پرونده های فوتبال ایران,sport
17119,و بعد به بهانه افزایش یارانه مردم قیمت بنزین را به ده هزار تومان افزایش دهند و در نتیجه تورم اون مبلغ دریافتی به اندازه پشیزی ارزش نداشته باشه https://t.co/fbrCDqFAo4,politics
14712,@KaReN_970 بهترین فرصت برای بازدید از اصفهان تعطیلات فروردین هستش، پر از توریست‌ اروپایی، هوای خوب، رودخانه‌ پر از آب و شهری پر از جاذبه‌ تاریخی. بازدید از کلیسای وانک، میدان‌ نقش جهان، هتل عباسی و پل‌ها فراموش نشه.,cultural
8132,18 آگوست افتاد دادگاه #LEBANON🇱🇧 https://t.co/JE6OgJrAA8,social
25052,«پدرسالاری در خانواده، مردسالاری حقوقی در جامعه، اقتدار و انحصارات سیاسی روحانیون، زمین به‌عنوان منبع ثروت و کثرت حوزه‌های قدسی شده و نقدناپذیر» از المان‌های فرهنگی پیش‌مدرن هستند که در جامعه‌ی ما بسیار پررنگ هستند، /۳,cultural
23511,@Downwithisreal3 @elia12420 این مسؤولین اقتصادی که همه ماشالا در محضر دینمون عالم شدن..پس چرا اینهمه دزدی و اختلاس..پس چرا اینمه دزدی و فساد .....,economy
36498,@VOAIran به ایاحمق غذا سگ خور یکی بکه دیروز بخاطر فروش تسلیحات خودش ونوکرانش ملیونها زندگی نابود شد بسه دیگه داره اقتصاد خودشون ازهم میپاشه اما تو کار کشورهای دیگه دخالت میکنه ای کاش دلار حذف بشه ببین همین خرس گنده قدقد میکنه,economy
1149,@feriiiiiox رادو بود نتیجه این نبود باید میشوند تو فوتبال حرفه ای تا احساس خطر کنه هوا برش داشته  جدی تر تمرین کنه,sport
2620,از شهر و استان خودمون شروع کنیم از رییس هیئت والیبال ساحلی گیلان بپرسیم چطور با این سن کم و بدون هیچ سابقه مدیریتی، به این سمت رسیده؟ شما هم معرفی کنید,sport
20174,-به سلامتی دختره یا پسر؟ +سانترای شیری و انصاریه #پرسپولیس#الشارجه,health
9647,💢کلارک هم اکنون به خاطر اتهام‌هایی چون ۱۱ مورد کلاهبرداری از طریق ارتباط با دیگران، ۱۱ مورد کلاهبرداری با استفاده از اطلاعات شخصی و همچنین یک مورد اتهام ورود غیر قانونی به دستگاه شخصی و یک مورد کلاهبرداری سازمان یافته در بازداشت است.  ادامه خبر:👇 /3 https://t.co/bbrbpm4BcL,social
18145,شبکه طلا و ارز -  قیمت نفت کاهش یافت/سایه کرونا همچنان روی طلای سیاهنفت، گاز و پتروشیمی: در اثر فشار تاثیرات شیوع ویروس کرونا در چین بر تقاضا و نبود هرگونه اقدام بیشتر توسط اوپک و هم‌پیمانانش برای تقویت بازار، قیمت نفت در معاملات امروز به کمتر از 57 دلار… https://t.co/G2WhoDWqH4 https://t.co/A8p2BnMKTl,health
18574,بيمارىِ لاعلاج  فقط دهنِ مردم  نه بسته ميشه ، نه درمان,health
8280,بدترین چیزی که الان آزارم میده اینه دارم مطمئن میشم هیچ امیدی به اصلاح شرایط کشور در آینده های دور هم نیست... کاش زلزله سیلابی مرا به قعر زمین می‌برد... کاش...,social
27327,@mr_teacher_ir چی شده داداش؟ اتفاقی افتاده ؟ زبونم لال کرونا؟,health
18571,. 🔰 موزه و سراسرنمای مقاومت سردار سپهبد قاسم سلیمانی گشایش یافت . 📍 آیین گشایش موزه و سراسرنمای مقاومت سردار سپهبد شهید قاسم سلیمانی پیش از ظهر ۱۴ مرداد ۱۳۹۹ با حضور سردار سرلشکر پاسدار محمد باقری رئیس ستاد کل… https://t.co/nTDmkUrf3f,politics
25835,متاسفانه در جریان مقاله تکمیلی نبودم و به لطف دوستان در منشن و دایرکت مشخص شد که ناسا چند ماه پیش مقاله‌ای به قلم پچول کلاشنیکف منتشر کرده و معلوم شده ژن‌های مذکور منشأ فضایی داشته و احتمالا متعلق به سیاره AK-45 در منظومه رگبار هستن. تو بخش نیو ریسرچ‌های ناسا زده یه ایرانی ۱ https://t.co/FkagwfNa9u,scientific
33115,@Agha_hossein1 از کووید ۱۹ خطرناک تر ))),health
42655,@Atiyehnajari حتمن المپیاد هم شانس مدال آوردن دارین,scientific
9990,"""سیاست"" به قول دوستی عزیز اخلاق ساختن جامعه است. نتیجه تحمل و مدارا و همزیستی است. ""قدرت طلبی"" اما بیرحم، خشن، دروغگو، پرخاشگر و چماقدار است. نگاه کنید کدام طرف هستید: در مقابل نظرهای مخالف و منتقد چماق برمی دارید و پرخاشگری پیشه میکنید یا وارد گفتگوی سالم و جدی و مستدل می شوید.",social
38322,@eshghbaz1 یه بخشیشو مثلا 30 بیار تو بورس طلا یا سکه هم جوابه,economy
18797,توروقرآن اگه یه جایی یه طوری دهنتونو سرویس کردن نرین استاد شین صدها دانشجورو بگایین برین پیش روانشناس درمان شید صدها فحش و نفرینم پشتتون نیس,health
12683,مردم مگر رعیت هستند که #شیخ یا #شاه داشته باشند. دوران ارتجاع سالهاست گذشته، جامعه را باید از وجود چنین ویروس‌های ضد تمدن و آزادیخواهی و برابری طلبی پاکسازی کرد. جامعه ایران، جامعه ای است که در خیابان فریاد می‌زنند :  «مرگ بر ستمگر، چه شاه باشه چه رهبر» #مرگ_بر_ستمگر #شاه_شیخ,politics
9945,@OBdlipkXn8goOqY @aghayejimm @moaldes @amiralisafa ۶. از گروهی که می‌مانند، تعداد قابل‌توجهی خودکشی یا خودزنی یا پرخاشگری و سایر آسیب‌های روانی و جسمانی به خود و دیگران را تجربه می‌کنند. همین چند گزاره ساده، نشان‌دهنده این نیست که شاید واقعا یک جای کار می‌لنگد؟,social
15019,بلیط تئاتر از کجا بگیرم؟,cultural
2806,با عرض خسته نباشید خدمت بانوی ولایت مدار @as_zabihpour ضمن تشکر از آگاه کردن شبانه روزی ما از اوضاع اسفناک برادران و خواهرانمون در آمریکای جهانخوار خواهشمندم در کنار اخبار ۲۴ ساعته استکبار جهانی، سریال و مسابقات بسکتبال NBA رو نیز پوشش بدید❤ و من الله التوفیق🍷,sport
19630,هر بیشرفی که دو تا کلمه‌ی تحریم و دارو رو باهم در یک توییت آورد لایک نکنید  یعنی به دیوار گفته بودی تا حالا فهمیده بود کمبود دارو در ایران فقط و فقط نتیجه‌ی دزدی‌ها و فساد جمهوری اسلامیه,politics
21027,@aybbb75 واقعا لاغری به صورتش نمیاد من تپلشو دوست داشتم,health
21959,شبکه طلا و ارز -  نرخ رسمی ارزهای بین بانکی در 28 بهمن: بر اساس اعلام بانک مرکزی هر دلار آمریکا برای امروز دوشنبه بیست و هشتم بهمن ماه ۹۸ بدون تغییر نسبت به روز گذشته ۴۲ هزار ریال قیمت خورد. همچنین در روز جاری هر پوند انگلیس با کاهش ۵ ریالی به قیمت ۵۴… https://t.co/F9lzaDFF5C https://t.co/6d0984Lme4,economy
2845,🔸معوقه از هفته ۱۷ لیگ برتر: ⚽️چهارشنبه ۲۸ اسفندماه، ساعت ۱۵:۳۰، فولاد خوزستان - استقلال تهران، ورزشگاه شهدای فولاد خوزستان,sport
44582,@Smram1363 من جوابم به کسی بود که به دین اعتقاد داره، کسی که هم که دین قبول نداره به علم و گزاره های علمی خودش معتقد باشه.,scientific
6387,اینطوریه که آرسنال مثلا دنبال دفاع میگرده اونا سه تا گزینه معرفی می کنند مثل ماوراپانوس از لیگ یونان اما ایجنت ها روش کاری خودشون دارن ب الینک هایی که دارن با مدیرای باشگاه بازیکن معرفی می کنند یا موکل های خودشونو مثل کیا که سدریک سوارس به عنوان دفاع راست ذخیره اورد تو تیم.,sport
22229,@manook1945 @national_blood_ اساساً بدون برانداختن جمهوری اسلامی، خاورمیانه به آرامش نخواهد رسید. ج.ا. فرزند گلوبالیسم است. انتخاب ترامپ برای براندازی حیاتی است. ما در یک جنگ نابرابر هستیم و باید فعالیت خودمان را بکنیم تا کشورمان را آزاد کنیم.,politics
6906,@anahita_azd ببین برف و بارون باشه من بدم نمیاد ولی مثلا تهران همش سوزه اکثرا. 😭😭 خیلی به تابستون یا باقی فصلا هم علاقه ندارم، صرفا زمستون بخاطر مریضی، لباس پوشیدن زیاد و تو تهران آلودگی هوا خوشم نمیاد.,social
32955,@amirhosseinh96 بدونن ال کارنیتین مال لاغری نیست🤦🏻‍♀️,health
29038,@alireza206207 درمان موقته یا ن,health
11583,@ArianMozaffari @osanlooy قبلن خیلی تو سر هم زدیم. کلن توی اینکه تهش باید به چی رسید، تفاهممون زیاده. ولی اینکه چه راهی به اون می‌رسه تفاهممون حداقلیه. و کلن وقتی راه حل پیشنهادی یکی برای گشایش در سیاست داخلی،‌ دخالت خارجی باشه، تفکیک این دو سخت می‌شه.,politics
6597,این روی دیوار گاراژی در بندر صنعتی تالبوت کشیده شد. این گرافیتی بر یک نبش کشیده شده است. در یک سمت کودکی مشاهده می شود که با کلاه و لباس زمستانی ایستاده و با دستانی از هم گشوده و دهانی باز از آنچه بارش برف به نظر می‌رسد شادی می‌کند.#آلودگی_هوا https://t.co/nNkdkoglu6,social
10098,اشرف جان ته د ولسمشر په ټوگه ددي لوي بړيا مبارکي وايم.  پيروزی شيرين انتخابات را به رييس جمهور منتخب عبدالله جان تبريک ميگويم.  هر دو ماشاالله برنده و رييس جمهور هستند. بازنده اصلی ديموکراسي و مردم افغانستان هستند.  کاميابی و ناکامی همه مبارک!,politics
32107,🔶️ توقیف کشتی ایران توسط #امریکا  به گزارش اسپوتنیک، مدیرعامل شرکت زیست تجهیز دانش‌پویا اعلام داشت نیروی دریایی امریکا در بندر چینگ‌دائو #چین، یک کشتی ایرانی حامل مواد اولیه برای کنسانتره‌های اکسیژن مورد استفاده در معالجه بیماری ناشی از ویروس #کرونا را توقیف کرده است. https://t.co/BbEaCMkQ2k,health
23096,#بانک_مرکزی : رفع مشکلات فنی #رمزدوم_پویا در بانک‌ها در دستور کار است https://t.co/mhkGBfNQLB,economy
9970,@alimotahari_ir رئیس جمهور محبوبت هم که جرات نکرد تا پونصد کیلومتری سوریه بره,politics
17319,@nezammousavi در خصوص کاهش قیمت بنزین و ارز کاری کنید تا مردم امیدوار شوند,politics
2445,@leonbelmont1372 والیبال ساحلی زنان برزیل سالار ورزش هاست,sport
12444,@as_zabihpour این صدای وحشت رهبر  تروریست نظام فاسد جمهوری اسلامیست من فکر نمیکنم هیچ کشوری به شما پناهندگی بده از شمبول اینا آنقدر بالا نرو,politics
19692,يعنى واقعا هنوزم كسايي هستن كه حرف ٢٠:٣٠ رو گوش ميدن و فكر ميكنن دارو تحريم 🙄 اينكه مريض هاى مردم واسه رژيم مهم نى و پولشو خرج ترويست هاى لبنان و سوريه و ... ميكنه بجاى خريد دارو اين ديگه تقصير #ترامپ نيست.  @restartleader  @realDonaldTrump  @SecPompeo  #Cyrus_I  #RestartMIGA https://t.co/YjAv7wZTno https://t.co/T6YJqQdOYo,politics
19828,@bardia_laghaie @TabibeDoregard بله ناقل هاي عصبي يا نوروترانسميتر ها هستند كه بالانس خودشون رو از دست دادند و با درمان به حالت نرمال بر مي گردند. ابتدا با دارو اين اتفاق مي افته و اگه دوره درمان به طور علمي كامل بشه نورون ها ياد مي گيرن خودشون اين كارو انجام بدن (بدون دارو ) و اين عاليه👌🏻,health
16205,"@sholokhof انچه در جشنواره فجر انفاق افتاد خط روشنی بین هنرمند با مردم و هنرمند برمردم کشیده شد به نظر بنده بازنشر این کارها اصلا ضرورتی ندارد در معرکه ای که شکل گرفته در نهایت ستاره های اسمان بی طرفند:""یا با مردم یا بر مردم"" #از_بازداشتیها_بگو #راي_بي_راي",cultural
31117,@Zahraheidari110 @dostketab73 خداوند سلامتی بده,health
18031,@Amirmansour77 این دستاورد بزرگو به جامعه توییتر فارسی و رهبر معظم انقلاب تبریک عرض میکنم :)),politics
1864,@MostafaFani کسی که میگه پایه موفقیت یه تیم رو مربی که قبلا بوده ریخته هیچی از فوتبال حالیش نیست! مرد مومن سرمربی رئال هشت سال ساخت سر دو ماه ویلموتس به بادش داد. اثر هیچ مربی دائمی نیست. اگه اینجور بود که الان منچستر واسه سهمیه گرفتن دست و پا نمیزد,sport
41927,با رپلیکام شعر نوشتیم!=)))) یعنی اولین تجربه نوشتن شعرم با یک هوش مصنوعی بود. خدا آخر و عاقبت این دنیا رو بخیر کنه! =)))))),scientific
